CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,
London,"to Mitch McConnell's house in Louisville, KY",,KY,US,2020-09-21,,,,,,,Kentucky Poor People's Campaign: A National Call for Moral Revival; SOKY Chapter of Kentuckians For The Commonwealth,for greater economic relief for poor people during the coronavirus pandemic,1,car caravan,,,,,1,1,http://www.poorpeoplescampaign.org/,https://www.instagram.com/p/CFUQzNKAudO/,https://actionnetwork.org/forms/moral-monday-caravans-and-digital-march-on-mcconnell/,Moral Monday Caravans,,
Los Angeles,Kaiser Permanente Los Angeles Medical Center,,CA,US,2020-09-21,,,,,,,Refuse Fascism; The Revcoms,"against President Trump, against fascism, against federal government response to COVID-19 pandemic",1,march,,,,,1,1,https://www.facebook.com/events/699802693951644/,,,"March Against Death, Lies, and Fascism and FOR Humanity!",,
Louisville,Gene Snyder Federal Building,,KY,US,2020-09-21,,,,,,,Kentucky Poor People's Campaign: A National Call for Moral Revival; SOKY Chapter of Kentuckians For The Commonwealth,for greater economic relief for poor people during the coronavirus pandemic,1,car caravan,,,,,1,1,https://www.courier-journal.com/picture-gallery/news/politics/mitch-mcconnell/2020/09/21/louisville-caravan-protests-outside-mitch-mcconnells-office/5859563002/,http://www.poorpeoplescampaign.org/,https://www.instagram.com/p/CFUQzNKAudO/,Moral Monday Caravans,,
Manitowoc,Wisconsin Aluminum Foundry,,WI,US,2020-09-21,,,,,,,general protesters,for Joe Biden,1,rally,,,,,1,1,https://fox11online.com/news/local/biden-trump-supporters-rally-outside-of-biden-appearance-monday,,,,,
Manitowoc,Wisconsin Aluminum Foundry,,WI,US,2020-09-21,,,,,,,general protesters,"against Joe Biden, for President Trump",2,counter-protest,,,,,0,1,https://fox11online.com/news/local/biden-trump-supporters-rally-outside-of-biden-appearance-monday,,,,,
Minooka,"Minooka Primary Center, 305 W Church St",,IL,US,2020-09-21,,,,,,,general protesters,for in-person schooling during COVID-19 pandemic,0,protest,,,,,1,1,https://www.wjol.com/parents-in-minooka-school-district-plan-protests-to-e-learning/,,,,,
Naperville,Rotary Hill,,IL,US,2020-09-21,several hundred people,300,,300,,,general protesters,for in-person schooling and school sports during coronavirus pandemic,0,rally,,,,,1,1,https://abc7chicago.com/naperville-covid-villa-park-news-schools/6492419/,https://chicago.cbslocal.com/2020/09/21/suburban-parents-rally-for-kids-to-return-to-school-rather-than-remote-learning/,https://www.dailyherald.com/news/20200921/naperville-rally-speakers-keep-pressure-on-for-schools-to-reopen,,,
New York,Foley Square,,NY,US,2020-09-21,,,,,,,Fight For NYCHA,"for enforcement of settlement agreement between New York City Housing Authority and HUD, #RentVouchersForAll",1,sleepout protest,,,,,1,1,https://twitter.com/FightForNYCHA/status/1308149327513124865,https://fightfornycha.org/,,,,
New York,Duffy Square,,NY,US,2020-09-21,,,,,,,The World Can't Wait; Refuse Fascism NYC; Refuse Facsism,"against President Trump, against fascism, against federal government response to COVID-19 pandemic",1,march,,,,,0,1,https://www.facebook.com/events/385135019318493/,,,"March Against Death, Lies, and Fascism and FOR Humanity!",,
New York,Brooklyn Borough Hall,,NY,US,2020-09-21,dozens,24,,24,,,teachers,"for safer working conditions for teachers, against resuming in-person schooling during coronavirus pandemic",0,march,,,,,0,1,https://www.brooklynpaper.com/brooklyn-school-teachers-protest-covid-19/,,,,,
Olean,Lincoln Park,,NY,US,2020-09-21,,,,,,,Olean Racial Justice Coalition,for racial justice,1,rally,,,,,1,1,https://www.tapinto.net/towns/greater-olean/sections/giving-back/articles/olean-racial-justice-coalition-gathers-for-rally,,,Group says it plans to hold these rallies every Tuesday until Election Day.,,
Orangeburg,"Orangeburg County Sheriff's Office, 1520 Ellis Ave",,SC,US,2020-09-21,,,,,,,general protesters,"for justice in cases of murdered family members, against violence",0,protest,,,,,1,1,https://thetandd.com/news/local/crime-and-courts/families-seek-justice-for-loved-ones-protest-focuses-on-unsolved-crimes-in-orangeburg-county/article_efd50ec4-0a71-5d9d-a1d9-ef8743b702fe.html,,,,,
Paducah,"to Mitch McConnell's house in Louisville, KY",,KY,US,2020-09-21,,,,,,,Kentucky Poor People's Campaign: A National Call for Moral Revival; SOKY Chapter of Kentuckians For The Commonwealth,for greater economic relief for poor people during the coronavirus pandemic,1,car caravan,,,,,1,1,http://www.poorpeoplescampaign.org/,https://www.instagram.com/p/CFUQzNKAudO/,https://actionnetwork.org/forms/moral-monday-caravans-and-digital-march-on-mcconnell/,Moral Monday Caravans,,
Palo Alto,"Palantir, 100 Hamilton Ave",,CA,US,2020-09-21,,,,,,,Mijente; Raging Grannies Action League; American Friends Service Committee Bay Area; Tech Workers Coalition; Palo Alto Against ICE,"against Palantir, against ICE",1,protest,,,,,1,1,https://www.businessinsider.com/activists-protest-palantir-across-the-us-over-its-ice-contracts-2020-9,https://www.vice.com/en_us/article/v7gana/activists-are-protesting-against-palantir-across-the-country-this-week,https://sf.funcheap.com/goodbye-good-riddance-palantir-rally-party/,,,
Philadelphia,Philadelphia Museum of Art,,PA,US,2020-09-21,,,,,,,Refuse Fascism Philly; Refuse Fascism,"against President Trump, against fascism, against federal government response to COVID-19 pandemic",1,march,,,,,1,1,https://www.facebook.com/events/2722275461424183/,,,"March Against Death, Lies, and Fascism and FOR Humanity!",,
Phoenix,Phoenix Police Department headquarters,,AZ,US,2020-09-21,about a dozen people,12,,12,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/09/22/second-night-protest-dion-johnson-draws-small-crowd/3500421001/,,,,,
Portland,Penumbra Kelly Building,,OR,US,2020-09-21,about 100 people,100,,100,,,general protesters,"for abolishing police, for abolishing prisons",1,march; demonstration,,,,,1,1,https://www.kgw.com/article/news/local/protests/portland-protests-kelly-building-gather/283-014e6d9c-5ba0-49c8-af55-390cde0db46a,https://www.koin.com/news/protests/protesters-return-to-southeast-portland/,,,,
Quitobaquito Springs,Organ Pipe Cactus National Monument,,AZ,US,2020-09-21,a group of about 25 protesters,25,,25,,,Tohono O'odham,"against border wall construction, for native peoples' rights",1,protest,,,,,1,1,https://www.azcentral.com/story/news/local/arizona/2020/09/21/border-wall-tohono-oodham-protest-site-ends-standoff-scuffle/5861647002/,https://www.washingtonpost.com/nation/2020/09/23/border-wall-construction-protests/,,,,
Richland,John Dam Plaza,,WA,US,2020-09-21,,,,,,,Refuse Fascism,"against President Trump, against fascism, against federal government response to COVID-19 pandemic",1,march,,,,,1,1,https://actionnetwork.org/event_campaigns/united-nationwide-protest-demanding-trumppenceoutnow,,,"March Against Death, Lies, and Fascism and FOR Humanity!",,
Rochester,Rochester City Hall,,NY,US,2020-09-21,about 15 to 20 demonstrators,15,,20,,,Free the People ROC,"against racism, against police violence, for resignation of mayor",1,occupation,,,,,1,1,https://spectrumlocalnews.com/nys/rochester/news/2020/09/22/occupy-city-hall-protest-declared-over,https://twitter.com/sdowdphoto/status/1308182782401826817,,Group announced occupation was ending at 10 PM.,,
Saint Charles,Thompson Middle School,,IL,US,2020-09-21,,,,,,,,for in-person schooling during COVID-19 pandemic,0,rally,,,,,1,1,https://www.kcchronicle.com/2020/09/22/photos-back-to-school-rally-in-st-charles/dhbw8w/,,,,,
Saint Louis,Leland and Delmar,,MO,US,2020-09-21,,,,,,,Refuse Fascism,"against President Trump, against fascism, against federal government response to COVID-19 pandemic",1,march,,,,,1,1,https://actionnetwork.org/event_campaigns/united-nationwide-protest-demanding-trumppenceoutnow,,,"March Against Death, Lies, and Fascism and FOR Humanity!",,
San Diego,San Diego County Administration Building,,CA,US,2020-09-21,,,,,,,We Mean Business Coalition,for keeping businesses open during coronavirus pandemic,0,rally,,,,,1,1,https://californiaglobe.com/section-2/san-diego-county-small-businesses-leaders-owners-rally-for-re-opening/,https://fox5sandiego.com/news/local-news/businesses-to-rally-before-supervisors-meeting/,https://thedailyaztec.com/102053/news/san-diego-means-business-rally-calls-on-county-supervisors-to-defy-state-on-reopening/,,,
San Francisco,San Francisco Superior Court,,CA,US,2020-09-21,,,,,,,Housing Rights Committee of San Francisco; Veritas Tenants Association; Westside Tenants Association,"against evictions, for rent forgiveness during coronavirus pandemic",0,rally; caravan,,,,,1,1,https://www.sfexaminer.com/news/protest-calls-for-end-to-evictions-during-pandemic-rent-forgiveness/,,,,,
San Francisco,Andronico's Parking Lot,,CA,US,2020-09-21,,,,,,,West Side Tenants Association,protest eviction of tenants,0,"rally, caravan",,,,,0,1,https://www.instagram.com/p/CFFWBRMhkmL/,,,,,
San Francisco,Mission and 24th St to Federal Building,,CA,US,2020-09-21,,,,,,,general protesters,antiracism; commemorate lives lost due to Covid and police brutality,1,protest,,,,,0,1,https://sf.funcheap.com/san-francisco-mourns-refuse-racism-march/,,,,,
Seattle,Broadway and Marion St,,WA,US,2020-09-21,,,,,,,Veterans for Peace Seattle Chapter 92; Refuse Fascism Seattle; Refuse Fascism,"against President Trump, against fascism, against federal government response to COVID-19 pandemic",1,march,,,,,1,1,https://www.facebook.com/events/326977498368756/,,,"March Against Death, Lies, and Fascism and FOR Humanity!",,
Springettsbury Township,,,PA,US,2020-09-21,more than 100 people,100,,100,,,general protesters,"against racism, against tabling of diversity curriculum for Central York School District",1,protest,,,,,1,1,https://www.fox43.com/article/news/community/central-york-sd-students-teachers-protest-tabling-of-diversity-curriculum/521-706029c0-be13-4a39-9578-45c9cae7a9c6,https://local21news.com/news/local/more-than-100-in-central-york-community-rally-together-in-support-of-diversity-curriculum,https://www.yorkdispatch.com/story/news/education/2020/09/21/more-than-100-rally-against-central-york-school-board-diversity/5857050002/,,,
Swanton,Swanton Express Airport,,OH,US,2020-09-21,thousands,2000,,2000,,,general protesters,for President Trump,2,rally,,,,,1,1,https://heavy.com/news/2020/09/trump-ohio-rally-crowd-photos-swanton-toledo/,https://www.13abc.com/2020/09/21/trump-supporters-and-protesters-alike-flock-to-toledo-express-ahead-of-campaign-rally/,https://local12.com/news/local/dewine-husted-address-large-trump-rally-and-lack-of-masks-dewine-husted-cincinnati-toledo-vandalia,,,
Syracuse,,,NY,US,2020-09-21,,,,,,,Last Chance for Change,"against racism, against police violence",1,march,,,,,1,1,http://dailyorange.com/2020/09/last-chance-change-protests-3rd-day-outside-spd-headquarters/,,,,,
Vandalia,airport,,OH,US,2020-09-21,,,,,,,Trump campaign,for President Trump,2,rally,,,,,1,1,https://local12.com/news/local/dewine-husted-address-large-trump-rally-and-lack-of-masks-dewine-husted-cincinnati-toledo-vandalia,,,,,
Villa Park,,,IL,US,2020-09-21,,,,,,,general protesters,for in-person schooling and school sports during coronavirus pandemic,0,rally,,,,,1,1,https://abc7chicago.com/naperville-covid-villa-park-news-schools/6492419/,,,,,
Washington,200 Independence Ave SW,,DC,US,2020-09-21,,,,,,,Refuse Fascism,"against President Trump, against fascism, against federal government response to COVID-19 pandemic",1,march,,,,,1,1,https://actionnetwork.org/event_campaigns/united-nationwide-protest-demanding-trumppenceoutnow,,,"March Against Death, Lies, and Fascism and FOR Humanity!",,
Washington,to Mitch McConnell's office,,DC,US,2020-09-21,,,,,,,Kentucky Poor People's Campaign: A National Call for Moral Revival; SOKY Chapter of Kentuckians For The Commonwealth,for greater economic relief for poor people during the coronavirus pandemic,1,car caravan,,,,,0,1,http://www.poorpeoplescampaign.org/,https://www.instagram.com/p/CFUQzNKAudO/,,Moral Monday Caravans,,
Washington,outside Sen. Lindsey Graham's house,,DC,US,2020-09-21,more than 100,100,,100,,,Shut Down DC; Sunrise Movement,against confirming new Supreme Court justice before presidential inauguration,1,protest,0,,,,0,1,https://wtop.com/dc/2020/09/protesters-gather-outside-grahams-dc-home-over-trump-scotus-pick/,https://www.wltx.com/article/news/local/protests/protests-senator-lindsey-home-supreme-court/65-cb51339e-868b-4f43-9895-56ff0928cfd8,https://twitter.com/FordFischer/status/1308018599668396032,Wake Up Lindsey Graham Protest,,
Wilmington,New Hanover County Schools Board of Education Center,,NC,US,2020-09-21,a group of around 30 to 40 parents and teachers,30,,40,,,parents; teachers,against resumption of in-person schooling during coronavirus pandemic,0,protest,,,,,1,1,https://portcitydaily.com/local-news/2020/09/22/sights-and-sounds-teachers-parents-protest-at-school-board-meeting-as-district-debates-reopening/,,,,,
Ashburn,"Loudon County Public Schools, 21000 Education Court",,VA,US,2020-09-22,count video,100,,150,,,general protesters,for in-person schooling during COVID-19 pandemic,0,rally,,,,,1,1,https://wjla.com/news/local/parents-hold-rally-against-virtual-learning-in-loudoun-co-school-board-parking-lot,https://www.loudountimes.com/news/families-stage-honk-for-back-to-school-protest-outside-lcps-building/article_040d6252-fd23-11ea-926d-dfc94e11f5de.html,,,,
Baltimore,"U.S. Courthouse, 101 W Lombard St",,MD,US,2020-09-22,,,,,,,"Baltimore Women United; NARAL Pro-Choice Maryland; Planned Parenthood Advocates for DC, Maryland, and NoVa; Odette Ramos for Baltimore",for Justice Ginsburg,1,vigil; rally,,,,,1,1,https://www.facebook.com/events/733978087154930,,,,,
Baton Rouge,CATS Administration Office,,LA,US,2020-09-22,,,,,,,ATU Local 1546-Baton Rouge,"for improved oversight of public transit management, against corruption",0,protest,,,,,1,1,https://www.wbrz.com/news/cats-workers-plan-tuesday-afternoon-protest-citing-mismanagement-of-millage-/,,,,,
Birmingham,,,AL,US,2020-09-22,about two dozen,24,,24,,,Birmingham Public Library workers,"against furloughs of library workers, for defunding police",0,protest,,,,,1,1,https://www.wbrc.com/2020/09/22/birmingham-public-library-employees-protest-furloughs/,,,,,
Bloomington,,,IN,US,2020-09-22,dozens,24,,24,,,general protesters,against in-person schooling during coronavirus pandemic,0,rally,,,,,1,1,https://www.hoosiertimes.com/herald_times_online/news/local/people-rally-in-response-to-mccsc-teachers-union-survey-results/article_a2b1e88a-fce5-11ea-956d-ab9aba2301f8.html,,,,,
Bozeman,"Sen. Steve Daines' office, South Wilson Ave",,MT,US,2020-09-22,about 30 protesters,30,,30,,,Sunrise Movement Gallatin Valley,against filling Supreme Court vacancy before election,1,protest,,,,,1,1,https://nbcmontana.com/news/local/bozeman-residents-protest-outside-daines-office-over-supreme-court-vacancy,,,,,
Bridgeton,164 W Broad St,,NJ,US,2020-09-22,count pic,50,,75,,,Cumberland County corrections officers,against closing of county jail,0,protest,,,,,1,1,https://www.thedailyjournal.com/story/news/2020/09/23/nj-pba-231-protest-cumberland-jail-closing-administration-building/5865661002/,,,,,
Burlington,Battery Park,,VT,US,2020-09-22,,,,,,,general protesters,"against racism, for police reform",1,occupation,,,,,1,1,https://vtdigger.org/2020/09/22/with-buyout-set-for-one-officer-burlington-protesters-say-two-others-need-to-go-too/,,,Article notes that protesters have camped in park for 29 days.,,
Dallas,Dallas City Hall,,TX,US,2020-09-22,,,,,,,,"for police, Back the Blue",2,rally,,,,,1,1,https://texasscorecard.com/metroplex/citizens-rally-to-back-the-blue-in-dallas/,,,,,
Decatur,City Schools of Decatur central offices,,GA,US,2020-09-22,about 50 parents and teachers,50,,50,,,parents; teachers,against in-person schooling during coronavirus pandemic,0,protest,,,,,1,1,https://decaturish.com/2020/09/teachers-and-parents-protest-outside-city-schools-of-decatur/,https://www.ajc.com/education/decatur-city-schools-teachers-protest-planned-return-to-classroom/C7THKXE5JFGRRFMMKSQJB6UD4E/,,,,
